IDfg,fWAR,key_fangraphs,key_bbref,IDbref,Season,Name,bWAR,diff
14765,0.4,14765,uriasju01,uriasju01,2021,Julio Urias,0.32,0.08000000000000002
21538,0.3,21538,forteni01,forteni01,2021,Nick Fortes,0.24,0.06
19151,0.3,19151,flories01,flories01,2021,Estevan Florial,0.33,-0.030000000000000027
17452,0.3,17452,sirijo01,sirijo01,2021,Jose Siri,0.3,0.0
20332,0.3,20332,gonzalu03,gonzalu03,2021,Luis Gonzalez,0.07,0.22999999999999998
12547,0.3,12547,hicksjo02,hicksjo02,2021,John Hicks,0.28,0.019999999999999962
13355,0.3,13355,mailelu01,mailelu01,2021,Luke Maile,0.25,0.04999999999999999
22275,0.3,22275,burgeja01,burgeja01,2021,Jake Burger,0.43,-0.13
11379,0.3,11379,deshide02,deshide02,2021,Delino DeShields,0.17,0.12999999999999998
22799,0.3,22799,perdoge01,perdoge01,2021,Geraldo Perdomo,0.33,-0.030000000000000027
11615,0.3,11615,drurybr01,drurybr01,2021,Brandon Drury,0.18,0.12
19610,0.3,19610,ruizke01,ruizke01,2021,Keibert Ruiz,0.54,-0.24000000000000005
17278,0.3,17278,bradlbo01,bradlbo01,2021,Bobby Bradley,0.34,-0.040000000000000036
14140,0.3,14140,rondojo02,rondojo02,2021,Jose Rondon,0.09,0.21
19892,0.3,19892,smithpa04,smithpa04,2021,Pavin Smith,-0.25,0.55
15905,0.3,15905,torrelu01,torrelu01,2021,Luis Torrens,0.97,-0.6699999999999999
19508,0.3,19508,lewisky01,lewisky01,2021,Kyle Lewis,0.51,-0.21000000000000002
20325,0.3,20325,kirilal01,kirilal01,2021,Alex Kirilloff,0.58,-0.27999999999999997
21622,0.3,21622,mccarja02,mccarja02,2021,Jake McCarthy,0.44,-0.14
26197,0.3,26197,vaughan01,vaughan01,2021,Andrew Vaughn,0.17,0.12999999999999998
5222,0.3,5222,uptonju01,uptonju01,2021,Justin Upton,-0.71,1.01
16947,0.3,16947,hillde01,hillde01,2021,Derek Hill,-0.23,0.53
15487,0.3,15487,reyesvi01,reyesvi01,2021,Victor Reyes,0.06,0.24
13419,0.3,13419,walkech02,walkech02,2021,Christian Walker,0.49,-0.19
12758,0.3,12758,valerbr01,valerbr01,2021,Breyvic Valera,-0.11,0.41
19348,0.3,19348,peterdj01,peterdj01,2021,DJ Peters,0.16,0.13999999999999999
15654,0.3,15654,mckinbi01,mckinbi01,2021,Billy McKinney,0.07,0.22999999999999998
16417,0.3,16417,alcanse01,alcanse01,2021,Sergio Alcantara,0.48,-0.18
4940,0.3,4940,heywaja01,heywaja01,2021,Jason Heyward,0.37,-0.07
20352,0.3,20352,clemeer01,clemeer01,2021,Ernie Clement,0.01,0.29
17992,0.3,17992,fletcda02,fletcda02,2021,David Fletcher,1.83,-1.53
10199,0.3,10199,hamilbi02,hamilbi02,2021,Billy Hamilton,0.35,-0.04999999999999999
17479,0.3,17479,flaheja01,flaheja01,2021,Jack Flaherty,0.34,-0.040000000000000036
17696,0.3,17696,newmake01,newmake01,2021,Kevin Newman,0.49,-0.19
21318,0.3,21318,megilty01,megilty01,2021,Tylor Megill,0.26,0.03999999999999998
19316,0.3,19316,lauerer01,lauerer01,2021,Eric Lauer,0.22,0.07999999999999999
4930,0.3,4930,lestejo01,lestejo01,2021,Jon Lester,0.27,0.02999999999999997
8779,0.3,8779,mileywa01,mileywa01,2021,Wade Miley,0.29,0.010000000000000009
17995,0.3,17995,webblo01,webblo01,2021,Logan Webb,0.22,0.07999999999999999
16149,0.3,16149,nolaaa01,nolaaa01,2021,Aaron Nola,0.34,-0.040000000000000036
5524,0.3,5524,bumgama01,bumgama01,2021,Madison Bumgarner,0.26,0.03999999999999998
21183,0.2,21183,castehu01,castehu01,2021,Humberto Castellanos,0.24,-0.03999999999999998
20493,0.2,20493,beerse01,beerse01,2021,Seth Beer,0.12,0.08000000000000002
15873,0.2,15873,manaese01,manaese01,2021,Sean Manaea,0.16,0.04000000000000001
17893,0.2,17893,nevinty01,nevinty01,2021,Tyler Nevin,0.14,0.06
19896,0.2,19896,wongco01,wongco01,2021,Connor Wong,0.33,-0.13
18525,0.2,18525,ceasedy01,ceasedy01,2021,Dylan Cease,0.12,0.08000000000000002
18083,0.2,18083,allenau01,allenau01,2021,Austin Allen,0.17,0.03
21560,0.2,21560,rivasal01,rivasal01,2021,Alfonso Rivas,0.09,0.11000000000000001
17750,0.2,17750,schroma01,schroma01,2021,Max Schrock,-0.14,0.34
18063,0.2,18063,garliky01,garliky01,2021,Kyle Garlick,0.08,0.12000000000000001
19334,0.2,19334,hernaya01,hernaya01,2021,Yadiel Hernández,0.09,0.11000000000000001
17484,0.2,17484,jimenel02,jimenel02,2021,Eloy Jimenez,0.67,-0.47000000000000003
16285,0.2,16285,hermomi01,hermomi01,2021,Michael Hermosillo,0.12,0.08000000000000002
8418,0.2,8418,adriaeh01,adriaeh01,2021,Ehire Adrianza,0.3,-0.09999999999999998
12649,0.2,12649,dickeal01,dickeal01,2021,Alex Dickerson,-0.1,0.30000000000000004
7476,0.2,7476,avilaal01,avilaal01,2021,Alex Avila,0.72,-0.52
12858,0.2,12858,goodwbr01,goodwbr01,2021,Brian Goodwin,-0.51,0.71
27459,0.2,27459,tsutsyo01,tsutsyo01,2021,Yoshi Tsutsugo,-0.6,0.8
21501,0.2,21501,larnatr01,larnatr01,2021,Trevor Larnach,0.55,-0.35000000000000003
17062,0.2,17062,greingr01,greingr01,2021,Grayson Greiner,-0.03,0.23
13593,0.2,13593,perazjo01,perazjo01,2021,Jose Peraza,0.03,0.17
12037,0.2,12037,bertijo01,bertijo01,2021,Jon Berti,0.53,-0.33
18042,0.2,18042,mooredy01,mooredy01,2021,Dylan Moore,0.88,-0.6799999999999999
13546,0.2,13546,quinnro01,quinnro01,2021,Roman Quinn,0.23,-0.03
17277,0.2,17277,suarera01,suarera01,2021,Ranger Suarez,0.21,-0.009999999999999981
18889,0.2,18889,mendida01,mendida01,2021,Danny Mendick,-0.34,0.54
3184,0.2,3184,priceda01,priceda01,2021,David Price,0.18,0.020000000000000018
6887,0.2,6887,maldoma01,maldoma01,2021,Martin Maldonado,-0.04,0.24000000000000002
20339,0.2,20339,peacoma01,peacoma01,2021,Matt Peacock,0.2,0.0
20287,0.2,20287,rortvbe01,rortvbe01,2021,Ben Rortvedt,-0.06,0.26
2036,0.2,2036,kershcl01,kershcl01,2021,Clayton Kershaw,0.23,-0.03
19291,0.2,19291,galleza01,galleza01,2021,Zac Gallen,0.21,-0.009999999999999981
14107,0.2,14107,gausmke01,gausmke01,2021,Kevin Gausman,0.18,0.020000000000000018
4153,0.2,4153,arrieja01,arrieja01,2021,Jake Arrieta,0.16,0.04000000000000001
1157,0.1,1157,hunteto02,hunteto02,2021,Tommy Hunter,0.06,0.04000000000000001
7115,0.1,7115,bardda01,bardda01,2021,Daniel Bard,0.06,0.04000000000000001
18376,0.1,18376,overtco01,overtco01,2021,Connor Overton,0.06,0.04000000000000001
11423,0.1,11423,quintjo01,quintjo01,2021,Jose Quintana,0.11,-0.009999999999999995
19953,0.1,19953,lowejo01,lowejo01,2021,Josh Lowe,0.09,0.010000000000000009
14467,0.1,14467,camarda01,camarda01,2021,Daniel Camarena,0.14,-0.04000000000000001
17837,0.1,17837,reetzja01,reetzja01,2021,Jakson Reetz,0.07,0.03
17897,0.1,17897,cleavga01,cleavga01,2021,Garrett Cleavinger,0.1,0.0
15047,0.1,15047,vothau01,vothau01,2021,Austin Voth,0.12,-0.01999999999999999
17034,0.1,17034,reidfse01,reidfse01,2021,Sean Reid-Foley,0.09,0.010000000000000009
17285,0.1,17285,sheffju01,sheffju01,2021,Justus Sheffield,0.05,0.05
17585,0.1,17585,yamamjo01,yamamjo01,2021,Jordan Yamamoto,0.05,0.05
18000,0.1,18000,mckentr01,mckentr01,2021,Triston McKenzie,0.05,0.05
19312,0.1,19312,quantca01,quantca01,2021,Cal Quantrill,0.04,0.060000000000000005
20191,0.1,20191,whitlga01,whitlga01,2021,Garrett Whitlock,0.05,0.05
21224,0.1,21224,oberba01,oberba01,2021,Bailey Ober,0.05,0.05
21711,0.1,21711,cruzon01,cruzon01,2021,Oneil Cruz,0.11,-0.009999999999999995
13699,0.1,13699,fariaja01,fariaja01,2021,Jake Faria,0.08,0.020000000000000004
19268,0.1,19268,dunnju01,dunnju01,2021,Justin Dunn,0.07,0.03
19665,0.1,19665,wrighky01,wrighky01,2021,Kyle Wright,0.07,0.03
12782,0.1,12782,davista01,davista01,2021,Taylor Davis,0.08,0.020000000000000004
9388,0.1,9388,tomlijo01,tomlijo01,2021,Josh Tomlin,0.08,0.020000000000000004
15423,0.1,15423,heanean01,heanean01,2021,Andrew Heaney,0.1,0.0
15440,0.1,15440,boydma01,boydma01,2021,Matthew Boyd,0.11,-0.009999999999999995
15971,0.1,15971,castiiv01,castiiv01,2021,Ivan Castillo,0.04,0.060000000000000005
19206,0.1,19206,hudsoda02,hudsoda02,2021,Dakota Hudson,0.07,0.03
23252,0.1,23252,howarsp01,howarsp01,2021,Spencer Howard,0.15,-0.04999999999999999
12779,0.1,12779,burnsan01,burnsan01,2021,Andy Burns,0.0,0.1
12664,0.1,12664,eickhje01,eickhje01,2021,Jerad Eickhoff,0.07,0.03
19521,0.1,19521,youngan02,youngan02,2021,Andrew Young,-0.74,0.84
7870,0.1,7870,lucrojo01,lucrojo01,2021,Jonathan Lucroy,0.06999999999999999,0.030000000000000013
19477,0.1,19477,degotal01,degotal01,2021,Alex De Goti,0.05,0.05
13910,0.1,13910,kivlepa01,kivlepa01,2021,Patrick Kivlehan,0.08,0.020000000000000004
18288,0.1,18288,deanau01,deanau01,2021,Austin Dean,0.03,0.07
10131,0.1,10131,strasst01,strasst01,2021,Stephen Strasburg,0.11,-0.009999999999999995
17423,0.1,17423,merceye01,merceye01,2021,Yermin Mercedes,0.47,-0.37
14130,0.1,14130,vogelda01,vogelda01,2021,Daniel Vogelbach,-0.17,0.27
14329,0.1,14329,alforan01,alforan01,2021,Anthony Alford,0.35,-0.24999999999999997
15482,0.1,15482,aquinar01,aquinar01,2021,Aristides Aquino,-0.32,0.42000000000000004
20220,0.1,20220,adelljo01,adelljo01,2021,Jo Adell,0.3,-0.19999999999999998
19698,0.1,19698,olivaed02,olivaed02,2021,Edward Olivares,0.04,0.060000000000000005
10953,0.1,10953,gosseph01,gosseph01,2021,Phil Gosselin,-0.33,0.43000000000000005
13329,0.1,13329,lambja01,lambja01,2021,Jake Lamb,-0.26,0.36
17642,0.1,17642,riddljt01,riddljt01,2021,JT Riddle,0.17,-0.07
18331,0.1,18331,kaprija01,kaprija01,2021,James Kaprielian,0.06,0.04000000000000001
19409,0.1,19409,dunnida01,dunnida01,2021,Dane Dunning,0.06,0.04000000000000001
3648,0.1,3648,riverre01,riverre01,2021,Rene Rivera,-0.12000000000000001,0.22000000000000003
16337,0.1,16337,gordoni01,gordoni01,2021,Nick Gordon,0.16,-0.06
14636,0.1,14636,rivaswe01,rivaswe01,2021,Webster Rivas,0.18,-0.07999999999999999
19643,0.1,19643,johnsda07,johnsda07,2021,Daniel Johnson,-0.18,0.28
18027,0.1,18027,parkho01,parkho01,2021,Hoy Park,-0.25,0.35
5297,0.1,5297,hicksaa01,hicksaa01,2021,Aaron Hicks,-0.28,0.38
20540,0.1,20540,deverjo01,deverjo01,2021,Jose Devers,-0.23,0.33
5000,0.1,5000,vogtst01,vogtst01,2021,Stephen Vogt,-0.04999999999999999,0.15
21562,0.1,21562,gonzaro01,gonzaro01,2021,Romy Gonzalez,-0.1,0.2
18887,0.1,18887,zavalse01,zavalse01,2021,Seby Zavala,-0.24,0.33999999999999997
4922,0.1,4922,inciaen01,inciaen01,2021,Ender Inciarte,-0.1,0.2
12990,0.1,12990,castier01,castier01,2021,Erick Castillo,0.14,-0.04000000000000001
21534,0.1,21534,raleica01,raleica01,2021,Cal Raleigh,-0.51,0.61
12976,0.1,12976,hedgeau01,hedgeau01,2021,Austin Hedges,-0.02,0.12000000000000001
5358,0.1,5358,alvarjo02,alvarjo02,2021,Jose Alvarez,0.1,0.0
18900,0.1,18900,taverle01,taverle01,2021,Leody Taveras,-0.07,0.17
19388,0.1,19388,gonsoto01,gonsoto01,2021,Tony Gonsolin,0.07,0.03
23796,0.1,23796,weathry01,weathry01,2021,Ryan Weathers,0.14,-0.04000000000000001
16977,0.1,16977,willitr01,willitr01,2021,Trevor Williams,0.1,0.0
15689,0.1,15689,castilu02,castilu02,2021,Luis Castillo,0.07,0.03
10123,0.1,10123,gibsoky01,gibsoky01,2021,Kyle Gibson,0.09999999999999999,1.3877787807814457e-17
22487,0.1,22487,oviedjo01,oviedjo01,2021,Johan Oviedo,0.12,-0.01999999999999999
19361,0.1,19361,burneco01,burneco01,2021,Corbin Burnes,0.08,0.020000000000000004
13183,0.1,13183,davieza02,davieza02,2021,Zach Davies,0.04,0.060000000000000005
10310,0.1,10310,wheelza01,wheelza01,2021,Zack Wheeler,0.13,-0.03
2233,0.1,2233,wainwad01,wainwad01,2021,Adam Wainwright,0.19,-0.09
13431,0.1,13431,stromma01,stromma01,2021,Marcus Stroman,0.28,-0.18000000000000002
19374,0.1,19374,buehlwa01,buehlwa01,2021,Walker Buehler,0.01,0.09000000000000001
18551,0.0,18551,sanchal04,sanchal04,2021,Ali Sanchez,0.06,-0.06
17117,0.0,17117,davisau01,davisau01,2021,Austin Davis,0.04,-0.04
17783,0.0,17783,brentja01,brentja01,2021,Jake Brentz,0.05,-0.05
19309,0.0,19309,richatr01,richatr01,2021,Trevor Richards,0.05,-0.05
20263,0.0,20263,felicma01,felicma01,2021,Mario Feliciano,0.0,0.0
23779,0.0,23779,bruihju01,bruihju01,2021,Justin Bruihl,0.03,-0.03
19522,0.0,19522,friedtj01,friedtj01,2021,TJ Friedl,-0.12,0.12
10700,0.0,10700,lamarry01,lamarry01,2021,Ryan LaMarre,-0.03,0.03
16192,0.0,16192,fishede01,fishede01,2021,Derek Fisher,0.02,-0.02
19864,0.0,19864,adamsri03,adamsri03,2021,Riley Adams,0.51,-0.51
16291,0.0,16291,ciuffni01,ciuffni01,2021,Nick Ciuffo,0.06,-0.06
3516,0.0,3516,hosmeer01,hosmeer01,2021,Eric Hosmer,0.97,-0.97
5227,0.0,5227,jayjo02,jayjo02,2021,Jon Jay,0.05,-0.05
14387,0.0,14387,ramirha02,ramirha02,2021,Harold Ramirez,0.07,-0.07
20503,0.0,20503,contrwi02,contrwi02,2021,William Contreras,0.02,-0.02
18365,0.0,18365,diazle01,diazle01,2021,Lewin Diaz,0.84,-0.84
13325,0.0,13325,marrede01,marrede01,2021,Deven Marrero,0.01,-0.01
4962,0.0,4962,cabreas01,cabreas01,2021,Asdrubal Cabrera,0.36,-0.36
6547,0.0,6547,mercejo03,mercejo03,2021,Jordy Mercer,0.19,-0.19
11200,0.0,11200,calhoko01,calhoko01,2021,Kole Calhoun,-0.09,0.09
2859,0.0,2859,detwiro01,detwiro01,2021,Ross Detwiler,0.03,-0.03
15502,0.0,15502,stewako01,stewako01,2021,Kohl Stewart,0.04,-0.04
17611,0.0,17611,clarkta01,clarkta01,2021,Taylor Clarke,0.05,-0.05
18498,0.0,18498,maedake01,maedake01,2021,Kenta Maeda,0.04,-0.04
18519,0.0,18519,bickfph01,bickfph01,2021,Phil Bickford,0.06,-0.06
20277,0.0,20277,abbotco01,abbotco01,2021,Cory Abbott,0.03,-0.03
21524,0.0,21524,bartjo01,bartjo01,2021,Joey Bart,0.0,0.0
13770,0.0,13770,refsnro01,refsnro01,2021,Rob Refsnyder,-0.11,0.11
12092,0.0,12092,goodrni01,goodrni01,2021,Niko Goodrum,0.03,-0.03
22164,0.0,22164,henrypa01,henrypa01,2021,Payton Henry,0.02,-0.02
20275,0.0,20275,arauzjo01,arauzjo01,2021,Jonathan Arauz,0.04,-0.04
6012,0.0,6012,gregodi01,gregodi01,2021,Didi Gregorius,-0.79,0.79
8879,0.0,8879,lavarry01,lavarry01,2021,Ryan Lavarnway,0.0,0.0
21646,0.0,21646,marchra01,marchra01,2021,Rafael Marchan,0.24,-0.24
11859,0.0,11859,willima10,willima10,2021,Mason Williams,0.04,-0.04
16448,0.0,16448,nottija01,nottija01,2021,Jacob Nottingham,-0.22999999999999998,0.22999999999999998
13012,0.0,13012,andrejo03,andrejo03,2021,John Andreoli,0.01,-0.01
12147,0.0,12147,ahmedni01,ahmedni01,2021,Nick Ahmed,0.67,-0.67
19314,0.0,19314,waltodo01,waltodo01,2021,Donovan Walton,0.03,-0.03
6938,0.0,6938,campber01,campber01,2021,Eric Campbell,0.03,-0.03
23378,0.0,23378,garcijo02,garcijo02,2021,José Barrero,0.04,-0.04
16429,0.0,16429,martija03,martija03,2021,Jason Martin,-0.34,0.34
18395,0.0,18395,blanktr01,blanktr01,2021,Travis Blankenhorn,-0.2,0.2
9784,0.0,9784,richaga01,richaga01,2021,Garrett Richards,0.05,-0.05
16269,0.0,16269,meansjo01,meansjo01,2021,John Means,0.07,-0.07
14196,0.0,14196,velazan01,velazan01,2021,Andrew Velazquez,-0.01,0.01
12399,0.0,12399,motteta01,motteta01,2021,Taylor Motter,0.04000000000000001,-0.04000000000000001
16524,0.0,16524,mcbrory01,mcbrory01,2021,Ryan McBroom,-0.03,0.03
16271,0.0,16271,blandal01,blandal01,2021,Alex Blandino,-0.2,0.2
20047,0.0,20047,millebr03,millebr03,2021,Brian Miller,-0.05,0.05
7738,0.0,7738,peralwi01,peralwi01,2021,Wily Peralta,0.01,-0.01
11674,0.0,11674,taillja01,taillja01,2021,Jameson Taillon,0.04,-0.04
13346,0.0,13346,milneho01,milneho01,2021,Hoby Milner,0.03,-0.03
19479,0.0,19479,civalaa01,civalaa01,2021,Aaron Civale,0.04,-0.04
19899,0.0,19899,schmicl01,schmicl01,2021,Clarke Schmidt,0.03,-0.03
27468,0.0,27468,detmere01,detmere01,2021,Reid Detmers,0.04,-0.04
12917,0.0,12917,bundydy01,bundydy01,2021,Dylan Bundy,0.03,-0.03
15463,0.0,15463,deleojo03,deleojo03,2021,Jose De Leon,0.02,-0.02
15474,0.0,15474,giolilu01,giolilu01,2021,Lucas Giolito,0.03,-0.03
15823,0.0,15823,litteza01,litteza01,2021,Zack Littell,0.03,-0.03
18413,0.0,18413,urquijo01,urquijo01,2021,Jose Urquidy,0.03,-0.03
19447,0.0,19447,sandopa02,sandopa02,2021,Patrick Sandoval,0.04,-0.04
19615,0.0,19615,barrelu01,barrelu01,2021,Luis Barrera,0.07,-0.07
19884,0.0,19884,martico02,martico02,2021,Corbin Martin,0.03,-0.03
25385,0.0,25385,rasmudr01,rasmudr01,2021,Drew Rasmussen,0.03,-0.03
17216,0.0,17216,harrimo01,harrimo01,2021,Monte Harrison,0.09,-0.09
15291,0.0,15291,braulst01,braulst01,2021,Steven Brault,0.04,-0.04
19818,0.0,19818,palacjo01,palacjo01,2021,Josh Palacios,0.03,-0.03
13254,0.0,13254,wilsoja04,wilsoja04,2021,Jacob Wilson,-0.06999999999999999,0.06999999999999999
18067,0.0,18067,stubbga01,stubbga01,2021,Garrett Stubbs,-0.21,0.21
14515,0.0,14515,martelu02,martelu02,2021,Luis Marte,-0.13,0.13
19926,0.0,19926,santito01,santito01,2021,Tony Santillan,0.02,-0.02
20739,0.0,20739,mejiahu01,mejiahu01,2021,Humberto Mejia,0.02,-0.02
21690,0.0,21690,cabreed02,cabreed02,2021,Edward Cabrera,0.02,-0.02
2520,0.0,2520,lynnla01,lynnla01,2021,Lance Lynn,0.02,-0.02
7274,0.0,7274,stammcr01,stammcr01,2021,Craig Stammen,0.03,-0.03
19244,0.0,19244,irvinco01,irvinco01,2021,Cole Irvin,0.13,-0.13
20539,0.0,20539,ucetaed01,ucetaed01,2021,Edwin Uceta,0.03,-0.03
19318,0.0,19318,thaisma01,thaisma01,2021,Matt Thaiss,-0.08,0.08
10655,0.0,10655,brantro01,brantro01,2021,Rob Brantly,-0.18,0.18
14663,0.0,14663,gonzach01,gonzach01,2021,Chi Chi Gonzalez,0.07,-0.07
21844,0.0,21844,garrebr01,garrebr01,2021,Braxton Garrett,0.02,-0.02
19546,0.0,19546,duplajo01,duplajo01,2021,Jon Duplantier,0.03,-0.03
9132,0.0,9132,eovalna01,eovalna01,2021,Nathan Eovaldi,0.04,-0.04
19170,0.0,19170,rayco01,rayco01,2021,Corey Ray,-0.02,0.02
20492,0.0,20492,mizeca01,mizeca01,2021,Casey Mize,0.03,-0.03
23550,0.0,23550,ashbyaa01,ashbyaa01,2021,Aaron Ashby,0.03,-0.03
8246,0.0,8246,espinpa01,espinpa01,2021,Paolo Espino,0.13,-0.13
15139,0.0,15139,goudeas01,goudeas01,2021,Ashton Goudeau,0.0,0.0
19795,0.0,19795,thompke02,thompke02,2021,Keegan Thompson,-0.01,0.01
16094,0.0,16094,thompza01,thompza01,2021,Zach Thompson,0.01,-0.01
12718,0.0,12718,housead01,housead01,2021,Adrian Houser,0.01,-0.01
12768,0.0,12768,grayso01,grayso01,2021,Sonny Gray,-0.08,0.08
9323,0.0,9323,corbipa01,corbipa01,2021,Patrick Corbin,0.09,-0.09
17312,0.0,17312,steelju01,steelju01,2021,Justin Steele,0.02,-0.02
12880,0.0,12880,anderty01,anderty01,2021,Tyler Anderson,0.009999999999999998,-0.009999999999999998
14875,0.0,14875,smithca03,smithca03,2021,Caleb Smith,0.09,-0.09
27458,0.0,27458,kimkw01,kimkw01,2021,Kwang Hyun Kim,0.2,-0.2
12049,0.0,12049,hendrky01,hendrky01,2021,Kyle Hendricks,-0.06,0.06
16162,0.0,16162,woodrbr01,woodrbr01,2021,Brandon Woodruff,0.01,-0.01
17594,0.0,17594,kellemi03,kellemi03,2021,Mitch Keller,0.0,0.0
17432,0.0,17432,hoffmje02,hoffmje02,2021,Jeff Hoffman,0.01,-0.01
2539,0.0,2539,kozmape01,kozmape01,2021,Pete Kozma,0.19,-0.19
20167,0.0,20167,mulleky01,mulleky01,2021,Kyle Muller,-0.02,0.02
16918,0.0,16918,weavelu01,weavelu01,2021,Luke Weaver,0.06,-0.06
11346,0.0,11346,frankse01,frankse01,2021,Seth Frankoff,0.01,-0.01
16233,0.0,16233,antonte01,antonte01,2021,Tejay Antone,0.01,-0.01
25007,0.0,25007,vesiaal01,vesiaal01,2021,Alex Vesia,0.01,-0.01
4806,0.0,4806,hillri01,hillri01,2021,Rich Hill,-0.13,0.13
15036,0.0,15036,dejonch01,dejonch01,2021,Chase De Jong,-0.04,0.04
11836,0.0,11836,walketa01,walketa01,2021,Taijuan Walker,-0.05,0.05
11189,0.0,11189,velasvi01,velasvi01,2021,Vince Velasquez,0.009999999999999995,-0.009999999999999995
17578,0.0,17578,brubajt01,brubajt01,2021,JT Brubaker,-0.06,0.06
20302,0.0,20302,peterda01,peterda01,2021,David Peterson,-0.03,0.03
6893,0.0,6893,cuetojo01,cuetojo01,2021,Johnny Cueto,-0.02,0.02
6249,0.0,6249,cahiltr01,cahiltr01,2021,Trevor Cahill,-0.03,0.03
12719,0.0,12719,thomadi01,thomadi01,2021,Dillon Thomas,-0.02,0.02
19959,0.0,19959,luzarje01,luzarje01,2021,Jesus Luzardo,0.1,-0.1
18769,0.0,18769,poteeco01,poteeco01,2021,Cody Poteet,-0.06,0.06
20631,0.0,20631,hollojo01,hollojo01,2021,Jordan Holloway,-0.04,0.04
25379,0.0,25379,longsa01,longsa01,2021,Sammy Long,-0.04,0.04
13696,0.0,13696,gsellro01,gsellro01,2021,Robert Gsellman,-0.01,0.01
18790,0.0,18790,peterdi01,peterdi01,2021,Dillon Peters,0.01,-0.01
17186,0.0,17186,lametdi01,lametdi01,2021,Dinelson Lamet,-0.01,0.01
18,0.0,18,felizne01,felizne01,2021,Neftali Feliz,0.0,0.0
1247,0.0,1247,ottavad01,ottavad01,2021,Adam Ottavino,0.0,0.0
1514,0.0,1514,perezol01,perezol01,2021,Oliver Perez,0.0,0.0
1581,0.0,1581,doolise01,doolise01,2021,Sean Doolittle,0.0,0.0
1943,0.0,1943,greinza01,greinza01,2021,Zack Greinke,-0.02,0.02
2429,0.0,2429,klubeco01,klubeco01,2021,Corey Kluber,-0.02,0.02
2882,0.0,2882,avilalu01,avilalu01,2021,Luis Avilan,0.0,0.0
3096,0.0,3096,janseke01,janseke01,2021,Kenley Jansen,-0.01,0.01
3132,0.0,3132,watsoto01,watsoto01,2021,Tony Watson,-0.01,0.01
3192,0.0,3192,harriwi10,harriwi10,2021,Will Harris,0.0,0.0
3200,0.0,3200,santaer01,santaer01,2021,Ervin Santana,0.0,0.0
3211,0.0,3211,ladenty01,ladenty01,2021,Tyler Ladendorf,0.0,0.0
3237,0.0,3237,mcfartj01,mcfartj01,2021,T.J. McFarland,0.0,0.0
3240,0.0,3240,brittza01,brittza01,2021,Zack Britton,0.0,0.0
3281,0.0,3281,smithjo05,smithjo05,2021,Joe Smith,0.0,0.0
3548,0.0,3548,hendrli01,hendrli01,2021,Liam Hendriks,0.0,0.0
4020,0.0,4020,petityu01,petityu01,2021,Yusmeiro Petit,0.0,0.0
4070,0.0,4070,stroppe01,stroppe01,2021,Pedro Strop,0.0,0.0
4141,0.0,4141,hollade01,hollade01,2021,Derek Holland,0.0,0.0
4185,0.0,4185,dolisra01,dolisra01,2021,Rafael Dolis,0.0,0.0
4264,0.0,4264,melanma01,melanma01,2021,Mark Melancon,0.02,-0.02
4301,0.0,4301,wilsoju10,wilsoju10,2021,Justin Wilson,0.0,0.0
4338,0.0,4338,chatwty01,chatwty01,2021,Tyler Chatwood,-0.01,0.01
4505,0.0,4505,zimmejo02,zimmejo02,2021,Jordan Zimmermann,-0.01,0.01
4696,0.0,4696,jonesna01,jonesna01,2021,Nate Jones,-0.01,0.01
4897,0.0,4897,kazmisc01,kazmisc01,2021,Scott Kazmir,-0.04,0.04
4994,0.0,4994,abadfe01,abadfe01,2021,Fernando Abad,0.0,0.0
5003,0.0,5003,diekmja01,diekmja01,2021,Jake Diekman,-0.01,0.01
5114,0.0,5114,familje01,familje01,2021,Jeurys Familia,0.0,0.0
5224,0.0,5224,parkebl01,parkebl01,2021,Blake Parker,0.0,0.0
5372,0.0,5372,pinedmi01,pinedmi01,2021,Michael Pineda,-0.08,0.08
5448,0.0,5448,chaveje01,chaveje01,2021,Jesse Chavez,-0.04,0.04
5615,0.0,5615,brasiry01,brasiry01,2021,Ryan Brasier,0.0,0.0
5640,0.0,5640,clippty01,clippty01,2021,Tyler Clippard,0.0,0.0
5702,0.0,5702,guerrju02,guerrju02,2021,Junior Guerra,-0.02,0.02
6216,0.0,6216,betande01,betande01,2021,Dellin Betances,0.0,0.0
6316,0.0,6316,phelpda01,phelpda01,2021,David Phelps,0.0,0.0
6345,0.0,6345,archech01,archech01,2021,Chris Archer,0.0,0.0
6397,0.0,6397,odorija01,odorija01,2021,Jake Odorizzi,-0.01,0.01
6398,0.0,6398,maytr01,maytr01,2021,Trevor May,0.0,0.0
6399,0.0,6399,cisnejo01,cisnejo01,2021,Jose Cisnero,0.0,0.0
6483,0.0,6483,cishest01,cishest01,2021,Steve Cishek,0.0,0.0
6499,0.0,6499,hardybl01,hardybl01,2021,Blaine Hardy,0.0,0.0
6562,0.0,6562,cobbal01,cobbal01,2021,Alex Cobb,-0.01,0.01
6576,0.0,6576,stockro01,stockro01,2021,Robert Stock,-0.04,0.04
6627,0.0,6627,brachbr01,brachbr01,2021,Brad Brach,0.0,0.0
6655,0.0,6655,kimbrcr01,kimbrcr01,2021,Craig Kimbrel,-0.01,0.01
6661,0.0,6661,colomal01,colomal01,2021,Alex Colome,0.0,0.0
6785,0.0,6785,millean01,millean01,2021,Andrew Miller,0.0,0.0
6902,0.0,6902,perezma02,perezma02,2021,Martin Perez,-0.04,0.04
